"Data Source","مؤشرات التنمية العالمية",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"كازاخستان","KAZ","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3602350","3840760","4071021","4282967","4466273","4612164","4735567","4812462","4852839","4876364","4896375","4881654","4884908","4894569","4889867","4861477","4851541","4820253","4785556","4772669","4791242","4802656","4839493","4895838","4957067","5013058","5058732","5105437","5144870","5139292","5138138","5150967","5097645","4994961","4850211","4697097","4548763","4411509","4276407","4174084","4096602","3979115","3874879","3792626","3738283","3708587","3712883","3728343","3755821","3852533","3926224","4041472","4173721","4328826","4502569","4683614","4859112","5035220","5201592","5347054","",
"كينيا","KEN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3775910","3944836","4113762","4282089","4449472","4616390","4799105","4979249","5160687","5349055","5548018","5768987","6000313","6241767","6491657","6749156","7030185","7314760","7605942","7908030","8223004","8559211","8905659","9258294","9610454","9957291","10320803","10673645","11014719","11341658","11651344","11958200","12237572","12495816","12745170","12994222","13270204","13569784","13879859","14180136","14463358","14813395","15126145","15426795","15753580","16124832","16514574","16949402","17407861","17851717","18258693","18652462","18998181","19303031","19582364","19842336","20063096","20264371","20445253","20605514","",
"جمهورية قيرغيز","KGZ","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","788417","848301","906342","964216","1019046","1067152","1113734","1153030","1186600","1214241","1234791","1248437","1265301","1282306","1298617","1310225","1318395","1322223","1323491","1327590","1336427","1350692","1372030","1400129","1430202","1459096","1496973","1534302","1568955","1608300","1643865","1679726","1703313","1703990","1700745","1712919","1719557","1724378","1727966","1725724","1711534","1694501","1671350","1645199","1620502","1598146","1592582","1589240","1592439","1607137","1628755","1657427","1701751","1757694","1816630","1876418","1940501","1994623","2045452","2098602","",
"كمبوديا","KHM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","2617585","2699393","2790893","2883713","2964632","3025999","3080585","3113439","3132999","3154311","3186554","3231571","3292182","3348252","3365295","3319382","3233414","3086902","2918841","2791449","2749003","2735128","2821992","2975769","3137964","3273258","3452321","3573832","3671483","3797010","3974797","4145524","4362522","4597563","4803212","4952568","5083162","5147139","5147185","5108773","5055506","5004197","4970824","4954308","4941239","4919913","4884570","4846710","4808363","4779983","4769774","4787158","4803021","4825073","4859073","4905112","4948931","5006533","5070167","5127182","",
"كيريباتي","KIR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","18624","19300","19918","20476","20983","21442","21896","22276","22575","22791","22922","22971","22963","22912","22848","22792","22789","22882","23046","23226","23397","23802","24065","24267","24573","25102","25633","26458","27454","28411","29180","29992","30609","31075","31503","31967","32365","32809","33238","33556","33741","33999","33950","33774","33761","34087","34151","34855","35860","36700","37158","37915","38181","38190","38340","38832","39284","40122","41172","42148","",
"سانت كيتس ونيفس","KNA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"جمهورية كوريا","KOR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","10815062","11252127","11607404","11906855","12179850","12457325","12692945","12933585","13174919","13371097","13500408","13572546","13594704","13572146","13523783","13456908","13389560","13272232","13129767","13001897","12910900","12770163","12687592","12621241","12489145","12260287","12075875","11782514","11432892","11123078","10904922","10642790","10543055","10531595","10496633","10384495","10379342","10238121","10004763","9803319","9690554","9526930","9423711","9355239","9249519","9071871","8878924","8666459","8453952","8213199","7979006","7798029","7589308","7378906","7197695","7030737","6913344","6792869","6695095","6591071","",
"الكويت","KWT","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","92587","106173","122104","140492","160772","182542","209269","237072","266237","296440","326742","353319","380196","407446","434590","461163","481430","499652","516411","533270","551432","567525","585766","606844","629636","652665","687142","718492","741084","747327","731331","684337","","","","493368","490069","505730","533742","561981","580356","588259","585848","579320","578374","589683","597091","614410","639864","668015","694627","726964","754778","777760","797208","813313","842701","868916","891131","907461","",
"أمريكا اللاتينية والبحر الكاريبي (الدخل المرتفع باستثناء)","LAC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","87286533","90142223","93088517","96050647","98910668","101602949","104467063","107087129","109525302","111881255","114199523","116564129","118880415","121128815","123273410","125306733","127374253","129381621","131337081","133257849","135156083","137219934","139202491","141125775","143002681","144820371","146664166","148415660","150065132","151592101","152980488","154251509","155427818","156484561","157408510","158198220","158812537","159300821","159671840","159934278","160088574","160149178","160106178","159967459","159738997","159415333","158987119","158434965","157779672","157065747","156305873","155543715","154850348","154190931","153506465","152766867","152061755","151283579","150493764","149779945","",
"جمهورية لاو الديمقراطية الشعبية","LAO","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","893846","917430","941059","964504","987285","1009264","1034949","1059126","1082933","1108005","1135239","1169160","1204921","1240376","1272036","1297430","1332588","1361558","1387360","1414932","1447954","1478725","1514395","1554182","1596525","1640394","1687378","1735669","1784948","1834886","1885019","1944966","2003344","2058994","2109897","2154170","2201114","2238502","2267607","2290511","2308297","2316452","2322302","2324885","2323391","2318559","2309206","2300201","2291719","2283954","2276693","2272201","2266213","2261112","2260453","2265853","2273212","2286362","2302328","2315949","",
"لبنان","LBN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","751059","784840","821789","858444","889756","912900","931260","941539","946869","952707","962552","975995","992717","1009650","1021679","1025253","1028853","1027033","1021599","1015880","1012522","1015528","1019736","1024603","1029022","1032276","1025872","1019145","1016128","1022951","1044298","1055709","1080245","1111048","1137299","1150956","1171095","1176450","1174454","1177532","1194873","1246626","1307561","1368157","1411748","1425951","1404736","1360453","1308530","1274438","1278704","1347632","1450542","1575856","1696478","1785889","1811559","1811144","1787286","1753158","",
"ليبيريا","LBR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","460005","473588","488364","503777","518649","532449","549557","565273","580143","595050","610539","629915","649302","668932","688912","709356","733375","756495","779772","804753","832253","865911","901604","935409","961081","973617","981743","979564","968538","951726","932356","912699","888953","869822","867332","890845","937298","1005393","1085323","1160118","1216086","1264967","1296865","1318588","1342841","1379511","1430184","1489902","1555123","1618664","1674617","1726180","1771703","1811717","1848086","1882426","1917424","1950424","1981804","2012124","",
